排,pai2,arrange (a sequence); line up; a platoon,Boya_Chapter_14
吱,zi1,squeak,Boya_Chapter_14
必须,bi4 xu1,to have to; must,Boya_Chapter_14
出现,chu1 xian4,to appear; to arise; to emerge,Boya_Chapter_14
吓,xia4,to frighten; to scare; to intimidate; to threaten,Boya_Chapter_14
呆,dai1,dumb; foolish; stupid; no expression; stay,Boya_Chapter_14
糊涂,hu2 tu5,confused; muddled; silly,Boya_Chapter_14
洞,dong4,cave; hole,Boya_Chapter_14
稍等,shao1 deng3,wait a minute; just a moment,Boya_Chapter_15
利用,li4 yong4,exploit; make use of; to use; to take advantage of; to utilize,Boya_Chapter_15
讲,jiang3,to talk; speech; to speak; to tell; to explain,Boya_Chapter_15
饭店,fan4 dian4,restaurant,Boya_Chapter_15
立,li4,erect; set up; to stand,Boya_Chapter_15
块,kuai4,"piece; limp; (a measure word, for cloth, cake, soap)",Boya_Chapter_15
牌子,pai2 zi5,sign; trademark,Boya_Chapter_15
周到,zhou1 dao4,thoughtful; considerate,Boya_Chapter_15
经济,jing1 ji4,economy; economic; economical,Boya_Chapter_15
实惠,shi2 hui4,(n) practical or substantial benefit; (adj) to be substantial; be real,Boya_Chapter_15
午饭,wu3 fan4,lunch,Boya_Chapter_15
蜡烛,la4 zhu2,candle,Boya_Chapter_15
安静,an1 jing4,quiet; peaceful; calm,Boya_Chapter_15
外衣,wai4 yi1,coat; outer clothing; semblance; appearance,Boya_Chapter_15
边,bian1,side; edge; margin; border; boundary,Boya_Chapter_15
坐位,zuo4 wei4,seat,Boya_Chapter_15
过来,guo4 lai5,to come over; to come up,Boya_Chapter_15
光临,guang1 lin2,(court.) be present; to attend,Boya_Chapter_15
扎啤,zha1 pi2,draught beer,Boya_Chapter_15
心,xin1,heart; mind,Boya_Chapter_15
自己,zi4 ji3,oneself; self; (reflexive pronoun); own,Boya_Chapter_15
人家,ren2 jia5,other people,Boya_Chapter_15
上,shang4,serve; upper; higher; above; previous; to climb; to go into; above; to go up,Boya_Chapter_15
汤,tang1,(surname); soup,Boya_Chapter_15
肉,rou4,meat; flesh,Boya_Chapter_15
丝,si1,silk; thread; threadlike thing; trace,Boya_Chapter_15
炸,zha2,deep fry,Boya_Chapter_15
牛排,niu2 pai2,steak,Boya_Chapter_15
羊,yang2,sheep; goat; (surname),Boya_Chapter_15
猪,zhu1,hog; pig; swine,Boya_Chapter_15
忍,ren3,to beat; to endure; to tolerate,Boya_Chapter_15
忍不住,ren3 bu5 zhu4,cannot help; unable to bear,Boya_Chapter_15
关于,guan1 yu2,concerning; with regards to; about,Boya_Chapter_15
敢,gan3,to dare,Boya_Chapter_15
靠,kao4,keep to; get near; depend upon; lean on; near; by; against; to support,Boya_Chapter_15
鸭蛋,ya1 dan4,duck's egg,Boya_Chapter_15
头儿,tou2 r5,top; tip; end; head (of a group),Boya_Chapter_16
香蕉,xiang1 jiao1,banana,Boya_Chapter_16
过,guo4,(past tense marker); to cross; to go over; to pass (time); to live; to get along; (surname),Boya_Chapter_16
句,ju4,"(a measure word, for sentences or lines of verse); sentence",Boya_Chapter_16
留下,liu2 xia4,leave somebody (with impression); remain,Boya_Chapter_16
深刻,shen1 ke4,profound; deep; deep-going,Boya_Chapter_16
印象,yin4 xiang4,impression,Boya_Chapter_16
总是,zong3 shi4,always,Boya_Chapter_16
尾巴,wei3 ba5,tail; end,Boya_Chapter_16
剥,bo1,to peel; to skin; to shell,Boya_Chapter_16
细,xi4,fine; minutely; thin; slender,Boya_Chapter_16
差别,cha1 bie2,difference; disparity,Boya_Chapter_16
启发,qi3 fa1,enlightenment,Boya_Chapter_16
种,zhong4,(M) for kind; type; kind; type; race (of people); seed; type,Boya_Chapter_16
改变,gai3 bian4,to change; to alter; to transform,Boya_Chapter_16
方式,fang1 shi4,fashion; pattern; style; mode; manner; way (of life),Boya_Chapter_16
戒烟,jie4 yan1,quit smoking,Boya_Chapter_16
难受,nan2 shou4,feel unwell; suffer pain,Boya_Chapter_16
活,huo2,to live; alive; living; work; workmanship,Boya_Chapter_16
万,wan4,(surname); ten thousand; a great number,Boya_Chapter_16
受罪,shou4 zui4,"endure hardship, torture, etc.",Boya_Chapter_16
算了,suan4 le5,forget it; let it be; let it pass,Boya_Chapter_16
失败,shi1 bai4,fail; lose; be defeated,Boya_Chapter_16
想法,xiang3 fa3,idea; what (someone) is thinking; to think of a way (to do sth),Boya_Chapter_16
道理,dao4 li5,reason; argument; sense; principle; basis; justification,Boya_Chapter_16
任何,ren4 he2,any; whatever; whichever; whatsoever,Boya_Chapter_16
事情,shi4 qing5,affair; matter; thing; business,Boya_Chapter_16
角度,jiao3 du4,angle; point of view,Boya_Chapter_16
必须,bi4 xu1,to have to; must,Boya_Chapter_16
节,jie2,(M) for class; festival; section; point; part,Boya_Chapter_16
核桃,he2 tao5,walnut; walnut seed,Boya_Chapter_16
莲子,lian2 zi3,(n) lotus seed,Boya_Chapter_16
实验,shi2 yan4,experiment; test; experimental,Boya_Chapter_16
装,zhuang1,fill; load; packad; ornment; adorn; costume; dress; clothing,Boya_Chapter_16
人生,ren2 sheng1,(n) life,Boya_Chapter_16
暑假,shu3 jia4,summer vacation,Boya_Chapter_17
约,yue1,to make an appointment; appointment; to arrange,Boya_Chapter_17
母校,mu3 xiao4,alma mater,Boya_Chapter_17
除了,chu2 le5,besides; apart from (… also…); in addition to; except (for),Boya_Chapter_17
从来,cong2 lai2,always; at all times; never (if used in negative sentence),Boya_Chapter_17
能够,neng2 gou4,be capable of; can; is able,Boya_Chapter_17
聚,ju4,get together; form gathering; gather,Boya_Chapter_17
讨论,tao3 lun4,to discuss; to talk over,Boya_Chapter_17
计划,ji4 hua4,plan; project; program; to plan; to map out,Boya_Chapter_17
离开,li2 kai1,to depart; to leave,Boya_Chapter_17
日子,ri4 zi5,a (calendar) date; days of (someone's) life; day; date,Boya_Chapter_17
实话,shi2 hua4,truth,Boya_Chapter_17
变化,bian4 hua4,change; vary,Boya_Chapter_17
共同,gong4 tong2,common; joint; jointly; together; collaborative,Boya_Chapter_17
话题,hua4 ti2,subject (of a talk or conversation); topic,Boya_Chapter_17
陌生,mo4 sheng1,strange; unfamiliar,Boya_Chapter_17
似乎,si4 hu1,apparently; to seem; to appear; as if; seemingly,Boya_Chapter_17
亲热,qin1 re4,affectionate; intimate; warm-hearted,Boya_Chapter_17
问好,wen4 hao3,say hello to; send one's regards to,Boya_Chapter_17
握手,wo4 shou3,to shake hands,Boya_Chapter_17
一边,yi1 bian1,at the same time; simultaneously; one side,Boya_Chapter_17
回忆,hui2 yi4,recall; recollect,Boya_Chapter_17
傻,sha3,foolish,Boya_Chapter_17
痛快,tong4 kuai5,to one's heart's content,Boya_Chapter_17
聊,liao2,to chat; to have a chat; to kill time,Boya_Chapter_17
亮,liang4,dawn; light; bright,Boya_Chapter_17
体育馆,ti3 yu4 guan3,gym; gymnasium; stadium,Boya_Chapter_17
曾经,ceng2 jing1,ever; (refers to something that happened previously); once; at one time,Boya_Chapter_17
照相,zhao4 xiang4,to take a photograph,Boya_Chapter_17
合影,he2 ying3,joint photo; group photo,Boya_Chapter_17
作为,zuo4 wei2,as; accomplish; action; to regard (sth as sth); to look upon (sth as); conduct,Boya_Chapter_17
留念,liu2 nian4,memento; keep as a souvenir,Boya_Chapter_17
愉快,yu2 kuai4,cheerful; cheerily; delightful; pleasant; pleasantly; pleasing; happy; delighted,Boya_Chapter_17
载,zai4,carry passengers,Boya_Chapter_17
扶,fu2,to support with hand; to help sb. up; to help,Boya_Chapter_17
腰,yao1,waist,Boya_Chapter_17
吃力,chi1 li4,entail strenuous effort; be a strain,Boya_Chapter_17
坡,po1,slope,Boya_Chapter_17
分别,fen1 bie2,part; difference; distinction; apart; separate; separately; respectively,Boya_Chapter_17
惟一,wei2 yi1,the only; sole,Boya_Chapter_17
场,chang2,"a courtyard; open space; place; field; a measure word; (a measure word, used for sport or recreation)",Boya_Chapter_18
演员,yan3 yuan2,actor or actress; performer,Boya_Chapter_18
台词,tai2 ci2,actor's lines,Boya_Chapter_18
演出,yan3 chu1,(acting) play; perform,Boya_Chapter_18
内容,nei4 rong2,content; substance; details,Boya_Chapter_18
完全,wan2 quan2,complete; whole; totally; entirely,Boya_Chapter_18
当时,dang1 shi2,then; at that time; while,Boya_Chapter_18
听力,ting1 li4,listening comprehension; hearing,Boya_Chapter_18
辅导,fu3 dao3,to coach; to tutor; to give advise (in study),Boya_Chapter_18
词汇,ci2 hui4,(list of) vocabulary,Boya_Chapter_18
量,liang4,qunatity,Boya_Chapter_18
增加,zeng1 jia1,to raise; to increase,Boya_Chapter_18
节目,jie2 mu4,program; item (on a program),Boya_Chapter_18
新闻,xin1 wen2,news,Boya_Chapter_18
广播,guang3 bo1,broadcast,Boya_Chapter_18
取得,qu3 de2,to achieve; to acquire; to get; to obtain,Boya_Chapter_18
句子,ju4 zi5,sentence,Boya_Chapter_18
难道,nan2 dao4,don't tell me …; could it be that…?,Boya_Chapter_18
差,cha1,inferior; short of; poor; to lack,Boya_Chapter_18
苦恼,ku3 nao3,vexed; worried; ail; annoy; distress; vexation; distressed; to be in misery,Boya_Chapter_18
普通话,pu3 tong1 hua4,Mandarin (common language); Putonghua (common speech of the Chinese language),Boya_Chapter_18
政治,zheng4 zhi4,politics; political,Boya_Chapter_18
教育,jiao4 yu4,to educate; to teach; education,Boya_Chapter_18
社会,she4 hui4,society,Boya_Chapter_18
情况,qing2 kuang4,circumstances; state of affairs; situation,Boya_Chapter_18
艺术,yi4 shu4,art,Boya_Chapter_18
等,deng3,class; rank; grade; equal to; same as; wait for; await; et cetera; and so on,Boya_Chapter_18
知识,zhi1 shi5,intellectual; knowledge-related; knowledge,Boya_Chapter_18
难吃,nan2 chi1,tasteless,Boya_Chapter_19
脆,cui4,crisp; brittle; clear and loud voice,Boya_Chapter_19
稀饭,xi1 fan4,porridge; gruel,Boya_Chapter_19
反应,fan3 ying4,reaction; response; reply,Boya_Chapter_19
别人,bie2 ren5,other people; others; other person,Boya_Chapter_19
照顾,zhao4 gu5,take (good) care of; show some consideration; to attend to; to look after,Boya_Chapter_19
关心,guan1 xin1,be concerned about; caring; concerned,Boya_Chapter_19
味儿,wei4 r5,smell; odor; taste; flavor,Boya_Chapter_19
有味儿,you3 wei4 r5,smell bad,Boya_Chapter_19
千万,qian1 wan4,by all means; absolutely; ten million; millions and millions; very many,Boya_Chapter_19
嫌,xian2,to complain of; to mind; to dislike,Boya_Chapter_19
臭,chou4,foul; stinking; stench; stink; smelly; to smell (bad),Boya_Chapter_19
抽(空儿),chou1 ( kong4 r5 ),manage to find time,Boya_Chapter_19
享受,xiang3 shou4,"to enjoy (rights, benefits, etc.)",Boya_Chapter_19
碗,wan3,bowl; cup; (measure word),Boya_Chapter_19
爱,ai4,to love; affection; to be fond of; to like,Boya_Chapter_19
牙齿,ya2 chi3,dental; tooth,Boya_Chapter_19
咬,yao3,bite; nip,Boya_Chapter_19
动,dong4,to use; to act; to move; to change,Boya_Chapter_19
出生,chu1 sheng1,to be born,Boya_Chapter_19
忙碌,mang2 lu4,busy; bustling,Boya_Chapter_19
能力,neng2 li4,capability; capable; able; ability,Boya_Chapter_19
人生,ren2 sheng1,(n) life,Boya_Chapter_19
经验,jing1 yan4,to experience; experience,Boya_Chapter_19
了,le5,"can; (used in conjunction with 得; 不, after a verb)",Boya_Chapter_19
未来,wei4 lai2,future; tomorrow; approaching; coming; pending,Boya_Chapter_19
遮,zhe1,keep out; shelter from; cover up (a shortcoming); screen off; to hide; to conceal,Boya_Chapter_19
挡,dang3,shield from; hinder; resist; obstruct; cover; keep off; to block; to get in the way of,Boya_Chapter_19
赶不上,gan3 bu4 shang4,can't keep up with; can't catch up with,Boya_Chapter_19
失去,shi1 qu4,to lose,Boya_Chapter_19
宁静,ning2 jing4,peaceful; calm; tranquil; tranquility,Boya_Chapter_19
吵,chao3,to quarrel; to make a noise; noisy; to disturb by making a noise,Boya_Chapter_19
顽皮,wan2 pi2,naughty,Boya_Chapter_19
口头语,kou3 tou2 yu3,speech mannerism,Boya_Chapter_19
海鸥,hai3 ou1,seagull,Boya_Chapter_19
寒假,han2 jia4,winter vacation,Boya_Chapter_20
爱人,ai4 ren5,spouse; husband; wife,Boya_Chapter_20
经过,jing1 guo4,to pass; to go through; process; course,Boya_Chapter_20
美丽,mei3 li4,beautiful,Boya_Chapter_20
清晨,qing1 chen2,early morning,Boya_Chapter_20
跟,gen1,to follow; to go with; heel; with; and,Boya_Chapter_20
穿过,chuan1 guo4,to pass through,Boya_Chapter_20
石块儿,shi2 kuai4 er2,stone,Boya_Chapter_20
拼,pin1,put; piece together; stake (all); spell; join together,Boya_Chapter_20
街道,jie1 dao4,street,Boya_Chapter_20
目的地,mu4 di4 di4,destination (location),Boya_Chapter_20
踏,ta4,tread; stamp; step on,Boya_Chapter_20
忽然,hu1 ran2,suddenly; all of a sudden,Boya_Chapter_20
阵,zhen4,(M) for sth. that happens abruptly and lats a short time; disposition of troops; short period; wave; spate; burst; spell,Boya_Chapter_20
飘,piao1,blow; drift about; to float,Boya_Chapter_20
不用,bu4 yong4,need not,Boya_Chapter_20
三三两两,san1 san1 liang3 liang3,in or by twos and threes,Boya_Chapter_20
瓷,ci2,chinaware; porcelain,Boya_Chapter_20
厚,hou4,generous; thick (for flat things),Boya_Chapter_20
捧,peng3,clasp; hold or offer with both hands,Boya_Chapter_20
惊讶,jing1 ya4,amazed; astounded; confound,Boya_Chapter_20
咦,yi2,well; why; expression of surprise,Boya_Chapter_20
转身,zhuan3 shen1,(of a person) to turn round; to face about,Boya_Chapter_20
凉,liang2,cool; cold,Boya_Chapter_20
淡,dan4,insipid; diluted; weak; light in color; tasteless; fresh; indifferent; nitrogen,Boya_Chapter_20
端,duan1,end; extremity; item; port; to hold sth. level with both hands; to carry; regular,Boya_Chapter_20
愿,yuan4,wish; sincere; willing,Boya_Chapter_20
认真,ren4 zhen1,concientious; earnest; serious; take seriously; take to heart,Boya_Chapter_20
仔细,zi3 xi4,careful; attentive; cautious,Boya_Chapter_20
洁白,jie2 bai2,spotlessly white; pure white,Boya_Chapter_20
温暖,wen1 nuan3,warm,Boya_Chapter_20
带动,dai4 dong4,to spur; to provide impetus; to drive,Boya_Chapter_20
欧洲,ou1 zhou1,Europe; European,Boya_Chapter_20
罗马,luo2 ma3,Rome; Roman,Boya_Chapter_20
发脾气,fa1 pi2 qi4,lose one's temper; (v) get angry,Boya_Chapter_20
吵架,chao3 jia4,to quarrel; to have a row,Boya_Chapter_20
控制,kong4 zhi4,to (have) control (over); to contain,Boya_Chapter_20
拔,ba2,pull up; pull out; select; promote,Boya_Chapter_20
老家,lao3 jia1,hometown; native place; place of origin; home state or region,Boya_Chapter_21
城,cheng2,city walls; city; town,Boya_Chapter_21
以外,yi3 wai4,beyond; outside of; external; apart from; other than; except for,Boya_Chapter_21
只有…才…,zhi3 you3 … cai2 …,only if,Boya_Chapter_21
连着,lian2 zhe5,continuously; in succession,Boya_Chapter_21
团圆,tuan2 yuan2,to have a reunion,Boya_Chapter_21
推销员,tui1 xiao1 yuan2,salesman,Boya_Chapter_21
羡慕,xian4 mu4,envious; envy; admire,Boya_Chapter_21
(跑)遍,( pao3 ) bian4,all over,Boya_Chapter_21
愿望,yuan4 wang4,desire; wish,Boya_Chapter_21
政府,zheng4 fu3,government,Boya_Chapter_21
实行,shi2 xing2,implement; carry out; to put into practice,Boya_Chapter_21
休假,xiu1 jia4,to take a vacation,Boya_Chapter_21
制度,zhi4 du4,(political) system or institution,Boya_Chapter_21
难得,nan2 de2,seldom; rare; hard to come by,Boya_Chapter_21
旅行社,luu3 xing2 she4,travel agency,Boya_Chapter_21
海边,hai3 bian1,beach; seaside,Boya_Chapter_21
晒,shai4,shine on; to sun,Boya_Chapter_21
草原,cao3 yuan2,grassland; prairie,Boya_Chapter_21
马,ma3,horse; Ma (a surname); 21st of month (tele.);,Boya_Chapter_21
制定,zhi4 ding4,lay down; work out; to draw up; to formulate,Boya_Chapter_21
省,sheng3,frugal; save; to omit; to leave out; to save (money); province,Boya_Chapter_21
普通,pu3 tong1,common; ordinary; general; average,Boya_Chapter_21
青年,qing1 nian2,youth; young people,Boya_Chapter_21
外国,wai4 guo2,foreign (country),Boya_Chapter_21
河北省,he2 bei3 sheng3,"(N) Hebei, a central China province",Boya_Chapter_21
黄金周,huang2 jin1 zhou1,Golden Week,Boya_Chapter_21
五一,wu3 yi1,"(May 1st), the International Labor Day",Boya_Chapter_21
十一,shi2 yi1,"(October 1), the PRC's national day",Boya_Chapter_21
黄河,huang2 he2,Yellow River (Huang He),Boya_Chapter_21
长江,chang2 jiang1,Changjiang River; Yangtze River,Boya_Chapter_21
奇迹,qi2 ji4,miracle,Boya_Chapter_21
感动,gan3 dong4,to move (sb); to touch; moving,Boya_Chapter_21
祖国,zu3 guo2,homeland; motherland,Boya_Chapter_21
退休,tui4 xiu1,retire; retirement (from work),Boya_Chapter_21
群,qun2,(M) for group; crowd; flock; group,Boya_Chapter_21
儿子,er2 zi5,son,Boya_Chapter_22
去世,qu4 shi4,to pass away; to die,Boya_Chapter_22
性格,xing4 ge2,nature; disposition; temperament; character; personality,Boya_Chapter_22
成绩,cheng2 ji4,performance,Boya_Chapter_22
愿意,yuan4 yi4,to wish; to want; ready; willing (to do sth),Boya_Chapter_22
谈话,tan2 hua4,talk; conversation,Boya_Chapter_22
结束,jie2 shu4,termination; to finish; to end; to conclude; to close,Boya_Chapter_22
缺课,que1 ke4,be absent from class,Boya_Chapter_22
物理,wu4 li3,physics; physical,Boya_Chapter_22
化学,hua4 xue2,chemistry; chemical,Boya_Chapter_22
外语,wai4 yu3,foreign language,Boya_Chapter_22
及格,ji2 ge2,to pass a test,Boya_Chapter_22
连…也/都,lian2 … ye3 / dou1,even,Boya_Chapter_22
批评,pi1 ping2,to criticize; criticism,Boya_Chapter_22
表扬,biao3 yang2,to praise; to commend,Boya_Chapter_22
作用,zuo4 yong4,result; effect; action; to play a role,Boya_Chapter_22
回答,hui2 da2,reply; answer,Boya_Chapter_22
成绩单,cheng2 ji4 dan1,school transcript,Boya_Chapter_22
家长,jia1 zhang3,the parent or guardian of a child,Boya_Chapter_22
会,hui4,meeting; to assemble; to meet; to gather,Boya_Chapter_22
记得,ji4 de5,to remember,Boya_Chapter_22
点头,dian3 tou2,nod,Boya_Chapter_22
本来,ben3 lai2,original; originally; at first; it goes without saying; of course,Boya_Chapter_22
玩笑,wan2 xiao4,joke; jest,Boya_Chapter_22
开玩笑,kai1 wan2 xiao4,to play a joke; to make fun of; to joke,Boya_Chapter_22
决心,jue2 xin1,determination; resolution; determined; firm and resolute; to make up one's mind,Boya_Chapter_22
成为,cheng2 wei2,to become; to turn into,Boya_Chapter_22
骄傲,jiao1 ao4,proud; arrogant; conceited; full of oneself,Boya_Chapter_22
打工,da3 gong1,to do manual labor; to work part-time,Boya_Chapter_22
家教,jia1 jiao4,family teacher; to tutor; tutor,Boya_Chapter_22
课余,ke4 yu2,after school,Boya_Chapter_22
听讲,ting1 jiang3,attend a lecture; listen to a talk,Boya_Chapter_22
故意,gu4 yi4,intentionally; deliberately; on purpose,Boya_Chapter_22
放弃,fang4 qi4,to renounce; to abandon; to give up,Boya_Chapter_22
不管,bu4 guan3,"no matter (what, how); regardless of; no matter",Boya_Chapter_22
开学,kai1 xue2,school opens; new term begins,Boya_Chapter_23
主任,zhu3 ren4,director; head,Boya_Chapter_23
叫,jiao4,ask; let; to (be) call(ed),Boya_Chapter_23
聚餐,ju4 can1,have a dinner party,Boya_Chapter_23
既,ji4,not only… (but also); already; since; both… (and…),Boya_Chapter_23
沟通,gou1 tong1,communicate,Boya_Chapter_23
报到,bao4 dao4,report for duty; check in; register,Boya_Chapter_23
熟悉,shu2 xi1,familiar; to know well,Boya_Chapter_23
于是,yu2 shi4,there upon; hence,Boya_Chapter_23
紧,jin3,tight; nervous; strict; close,Boya_Chapter_23
挨着,ai1 zhe5,be next to,Boya_Chapter_23
接着,jie1 zhe5,follow; carry on,Boya_Chapter_23
顿,dun4,a time; jerk; stop; meal; bout; spell; (measure word for meals),Boya_Chapter_23
小声,xiao3 sheng1,in a low voice; (speak) in whispers,Boya_Chapter_23
哈哈,ha1 ha1,(an onomatopoeia for laughing),Boya_Chapter_23
从前,cong2 qian2,once upon a time; previously; formerly,Boya_Chapter_23
外号,wai4 hao4,nickname,Boya_Chapter_23
馋,chan2,ravenous; gluttonous; greedy,Boya_Chapter_23
老婆,lao3 po2,(informal) wife,Boya_Chapter_23
不管…都,bu4 guan3 … dou1,no matter,Boya_Chapter_23
宴会,yan4 hui4,banquet; feast,Boya_Chapter_23
屋子,wu1 zi5,house; room,Boya_Chapter_23
牛奶,niu2 nai3,milk,Boya_Chapter_23
烙饼,lao4 bing3,baked wheat pancake,Boya_Chapter_23
犯,fan4,have recurrence of (wrong or bad things); to violate; to offend,Boya_Chapter_23
非…不可,fei1 … bu4 ke3,must,Boya_Chapter_23
摸,mo1,feel with the hand; to touch; to stroke; to grope; to feel (one's pulse),Boya_Chapter_23
脸,lian3,face,Boya_Chapter_23
敢,gan3,to dare,Boya_Chapter_23
狠心,hen3 xin1,cruel; callous; heartless,Boya_Chapter_23
馒头,man2 tou5,steamed roll; steamed bun; steamed bread,Boya_Chapter_23
似的,shi4 de5,seem as if; rather like,Boya_Chapter_23
女儿,nuu3 er2,daughter,Boya_Chapter_23
挨打,ai2 da3,take a beating; get a thrashing; come under attack,Boya_Chapter_23
哭,ku1,to cry; to weep,Boya_Chapter_23
抱,bao4,to hold; to carry (in one's arms); to hug or embrace; surround; cherish,Boya_Chapter_23
擦,ca1,to wipe; to erase; rubbing (brush stroke in painting); to clean; to polish,Boya_Chapter_23
声音,sheng1 yin1,voice; sound,Boya_Chapter_23
面包,mian4 bao1,bread,Boya_Chapter_23
汤,tang1,(surname); soup,Boya_Chapter_23
蔡,cai4,(surname),Boya_Chapter_23
范,fan4,pattern; model; example; (surname),Boya_Chapter_23
琼斯,qiong2 si1,Jones,Boya_Chapter_23
太太,tai4 tai5,married woman; Mrs.; Madam; wife,Boya_Chapter_23
护照,hu4 zhao4,passport,Boya_Chapter_23
船,chuan2,a boat; vessel; ship,Boya_Chapter_23
实在,shi2 zai4,in reality; honestly; really; verily; concrete,Boya_Chapter_23
哲学家,zhe2 xue2 jia1,philosopher,Boya_Chapter_24
迷,mi2,enchant; bewilder; crazy about; fan; enthusiast,Boya_Chapter_24
姑娘,gu1 niang5,girl; lady,Boya_Chapter_24
敲,qiao1,extort; knock; to strike; to knock (at a door); to hit,Boya_Chapter_24
错过,cuo4 guo4,miss,Boya_Chapter_24
仍然,reng2 ran2,still; yet,Boya_Chapter_24
研究,yan2 jiu1,study; research,Boya_Chapter_24
哲学,zhe2 xue2,philosophy,Boya_Chapter_24
精神,jing1 shen5,vigor; vitality; drive; spiritual,Boya_Chapter_24
坏处,huai4 chu5,(n) harm; troubles; disadvantage,Boya_Chapter_24
分别,fen1 bie2,difference; distinction; apart; separate; separately; respectively,Boya_Chapter_24
列,lie4,list; row; file; series; to arrange; to line up,Boya_Chapter_24
复杂,fu4 za2,complicated; complex,Boya_Chapter_24
结论,jie2 lun4,(reach a) conclusion; verdict,Boya_Chapter_24
选择,xuan3 ze2,choice; to choose; to make a choice; to select; to pick,Boya_Chapter_24
面前,mian4 qian2,in (the) face of; before; in front of; facing; presence,Boya_Chapter_24
经历,jing1 li4,experience; go through,Boya_Chapter_24
娶,qu3,take a wife,Boya_Chapter_24
被,bei4,by (marker for passive-voice sentences or clauses); quilt; blanket; to cover; to wear,Boya_Chapter_24
挡,dang3,ward off; hinder; resist; obstruct; hinder; cover; keep off; a cover; to block; to get in the way of,Boya_Chapter_24
几乎,ji1 hu1,almost; nearly; practically,Boya_Chapter_24
相信,xiang1 xin4,be convinced (that something is true); believe; to accept sth. as true,Boya_Chapter_24
重病,zhong4 bing4,be seriously ill,Boya_Chapter_24
临,lin2,to face; to overlook; to arrive; to be (just) about to; just before,Boya_Chapter_24
所有,suo3 you3,all; to have; to possess; to own,Boya_Chapter_24
分,fen1,to separate; to divide,Boya_Chapter_24
段,duan4,part; section; segment; paragraph,Boya_Chapter_24
犹豫,you2 yu4,hesitate,Boya_Chapter_24
万幸,wan4 xing4,by sheer luck,Boya_Chapter_24
李涛,li3 tao1,Li Tao,Boya_Chapter_24
于娜,yu2 nuo2,Yu Na,Boya_Chapter_24
追求,zhui1 qiu2,"be after (sb.); seek; pursue (a goal, etc)",Boya_Chapter_24
消息,xiao1 xi5,news; information,Boya_Chapter_24
塌,ta1,sink; collapse,Boya_Chapter_24
豆,dou4,bean; sacrificial vessel,Boya_Chapter_24
叹气,tan4 qi4,sigh; heave a sigh,Boya_Chapter_24
怀疑,huai2 yi2,to doubt; to suspect; doubt; suspicion,Boya_Chapter_24
抢,qiang3,grab,Boya_Chapter_24
冒险,mao4 xian3,take a risk,Boya_Chapter_24
点心,dian3 xin5,light refreshments; pastry,Boya_Chapter_25
负责,fu4 ze2,in charge of; to be responsible for (sth),Boya_Chapter_25
卖,mai4,to sell,Boya_Chapter_25
生意,sheng1 yi5,business; trade,Boya_Chapter_25
椅子,yi3 zi5,chair,Boya_Chapter_25
耐心,nai4 xin1,patient (adjective),Boya_Chapter_25
群,qun2,(M) for group; crowd; flock; group,Boya_Chapter_25
渐渐,jian4 jian4,gradually,Boya_Chapter_25
悄悄,qiao1 qiao1,quietly; silently,Boya_Chapter_25
校园,xiao4 yuan2,campus,Boya_Chapter_25
相处,xiang1 chu3,get along,Boya_Chapter_25
亲密,qin1 mi4,(adj) intimate; close,Boya_Chapter_25
替,ti4,to substitute for; to take the place of; to replace; for; on behalf of; to stand in for,Boya_Chapter_25
还,hai2,return,Boya_Chapter_25
严肃,yan2 su4,strict; earnest; solemn; solemnity,Boya_Chapter_25
表示,biao3 shi4,to express; to show; to express; to say; to state; to indicate,Boya_Chapter_25
安全,an1 quan2,safe; secure; safety; security,Boya_Chapter_25
了不起,liao3 bu5 qi3,remarkable; earnest; amazing; terrific; extraordinary,Boya_Chapter_25
接到,jie1 dao4,receive (letter etc.),Boya_Chapter_25
夫人,fu1 ren5,lady; madam; Mrs.,Boya_Chapter_25
双胞胎,shuang1 bao1 tai1,twin,Boya_Chapter_25
捎,shao1,bring or take (along),Boya_Chapter_25
话儿,hua4 er2,message,Boya_Chapter_25
深夜,shen1 ye4,very late at night,Boya_Chapter_25
司机,si1 ji1,chauffeur; driver,Boya_Chapter_25
陪,pei2,to accompany; to keep sb. company,Boya_Chapter_25
